chr	pos		N	X
chr19	59613272		35	30
chr19	59613438		50	45
chr19	59613454		50	46
chr19	59616735		22	19
chr19	59616770		22	19
chr19	59620467		24	15
chr19	59620483		24	22
chr19	59621063		17	17
chr19	59621070		15	14
chr19	59621136		6	4
chr19	59621155		10	7
chr19	59621223		12	8
chr19	59621244		16	14
chr19	59623870		15	12
chr19	59623877		20	17
chr19	59623962		32	26
chr19	59623975		27	20
chr19	59624739		30	10
chr19	59624771		31	16
chr19	59625244		20	15
chr19	59625271		20	11
chr19	59625401		23	15
chr19	59625495		19	10
chr19	59627317		26	19
chr19	59627329		29	21
chr19	59628111		27	25
chr19	59628174		27	24
chr19	59629226		12	7
chr19	59629237		10	8
chr19	59630518		21	20
chr19	59630558		21	12
chr19	59630948		35	20
chr19	59630986		28	19
chr19	59632270		20	20
chr19	59632288		21	19
chr19	59632939		19	12
chr19	59632977		17	11
chr19	59635003		25	24
chr19	59635099		17	13
chr19	59635129		16	13
chr19	59635200		29	20
chr19	59635704		13	5
chr19	59635734		13	8
chr19	59635859		21	11
chr19	59635876		18	5
chr19	59636314		32	25
chr19	59636379		23	21
chr19	59636436		23	22
chr19	59636443		24	19
chr19	59636787		35	35
chr19	59636797		35	33
chr19	59637201		17	14
chr19	59637268		21	15
chr19	59637607		16	13
chr19	59637691		25	21
chr19	59637717		32	21
chr19	59637790		44	34
chr19	59638127		24	15
chr19	59638182		39	34
chr19	59638524		32	27
chr19	59638577		31	29
chr19	59639444		15	3
chr19	59639481		19	5
chr19	59639947		23	22
chr19	59639973		22	22
chr19	59640053		18	18
chr19	59640088		17	17
chr19	59640127		18	17
chr19	59640175		23	23
chr19	59640341		25	22
chr19	59640361		18	14
chr19	59640412		23	18
chr19	59640417		25	24
chr19	59641255		11	11
chr19	59641267		16	16
chr19	59642309		21	16
chr19	59642391		12	4
chr19	59642931		13	13
chr19	59642945		15	15
chr19	59643325		19	19
chr19	59643371		23	18
chr19	59644267		15	13
chr19	59644300		16	14
chr19	59646123		17	12
chr19	59646147		14	11
chr19	59646439		15	6
chr19	59646492		15	8
chr19	59646829		20	6
chr19	59646880		17	4
chr19	59647257		18	14
chr19	59647265		19	17
chr19	59647466		14	10
chr19	59647495		18	13
chr19	59647641		10	10
chr19	59647650		9	8
chr19	59648018		31	27
chr19	59648054		23	19
chr19	59649328		35	29
chr19	59649331		35	34
chr19	59649450		13	12
chr19	59649485		15	15
chr19	59649579		11	10
chr19	59649593		9	7
chr19	59650123		17	13
chr19	59650198		20	17
chr19	59651912		17	15
chr19	59651918		18	15
chr19	59652008		27	24
chr19	59652086		28	13
chr19	59653554		16	6
chr19	59653570		14	8
chr19	59653770		19	3
chr19	59653790		19	5
chr19	59654705		10	5
chr19	59654786		22	17
chr19	59654803		24	17
chr19	59654860		7	6
chr19	59654942		9	7
chr19	59654949		10	7
chr19	59655908		11	9
chr19	59655993		14	10
chr19	59656786		15	15
chr19	59656797		14	14
chr19	59659642		29	23
chr19	59659695		37	34
chr19	59661051		23	17
chr19	59661057		21	19
chr19	59661826		31	30
chr19	59661863		24	24
chr19	59662449		8	8
chr19	59662479		2	2
chr19	59663366		4	4
chr19	59663393		5	4
chr19	59663622		4	4
chr19	59663629		3	3
chr19	59667935		31	24
chr19	59667980		20	12
chr19	59668469		16	12
chr19	59668492		16	11
chr19	59668829		26	23
chr19	59668857		24	20
chr19	59669249		18	17
chr19	59669287		18	12
chr19	59669484		19	18
chr19	59669490		18	17
chr19	59671303		28	22
chr19	59671348		30	28
chr19	59671859		3	3
chr19	59671890		10	10
chr19	59674218		38	33
chr19	59674273		33	29
chr19	59674386		25	25
chr19	59674389		26	24
chr19	59675608		16	12
chr19	59675619		15	12
chr19	59676110		12	12
chr19	59676143		14	13
chr19	59676958		20	19
chr19	59676998		19	18
chr19	59677287		17	13
chr19	59677298		16	13
chr19	59677417		36	19
chr19	59677454		38	24
chr19	59678456		25	23
chr19	59678471		21	19
chr19	59678605		18	14
chr19	59678686		33	28
chr19	59679144		51	18
chr19	59679193		39	19
chr19	59679367		32	17
chr19	59679391		33	18
chr19	59680429		13	13
chr19	59680438		10	9
chr19	59680569		7	7
chr19	59680581		8	8
chr19	59681861		21	17
chr19	59681878		21	21
chr19	59682143		15	15
chr19	59682182		22	14
chr19	59684914		24	20
chr19	59684952		22	22
chr19	59685616		21	19
chr19	59685626		21	18
chr19	59685834		23	16
chr19	59685841		21	10
chr19	59686109		30	30
chr19	59686146		35	31
chr19	59686289		19	18
chr19	59686295		17	16
chr19	59686416		21	12
chr19	59686459		29	21
chr19	59687227		19	17
chr19	59687270		21	18
chr19	59690244		21	19
chr19	59690273		18	11
chr19	59691150		23	22
chr19	59691196		28	24
chr19	59691218		32	30
chr19	59691235		30	29
chr19	59691541		31	28
chr19	59691569		37	32
chr19	59691837		34	32
chr19	59691870		27	21
chr19	59692327		24	19
chr19	59692370		27	25
chr19	59692505		18	17
chr19	59692568		12	9
chr19	59693562		28	21
chr19	59693593		28	19
chr19	59693694		21	19
chr19	59693696		22	19
chr19	59694915		4	4
chr19	59694980		15	12
chr19	59695231		25	14
chr19	59695281		29	24
chr19	59695917		12	11
chr19	59695961		12	11
chr19	59696035		10	9
chr19	59696070		18	16
chr19	59696152		17	14
chr19	59696190		21	20
chr19	59696202		24	22
chr19	59696240		21	16
chr19	59696561		24	20
chr19	59696570		24	21
chr19	59696834		20	17
chr19	59696880		24	24
chr19	59697633		8	5
chr19	59697646		10	6
chr19	59697738		11	1
chr19	59697753		11	2
chr19	59698378		15	9
chr19	59698394		13	7
chr19	59698649		12	7
chr19	59698680		20	10
chr19	59698726		21	11
chr19	59698744		25	7
chr19	59698933		23	16
chr19	59698951		24	21
chr19	59700420		26	21
chr19	59700447		29	19
chr19	59701337		34	25
chr19	59701369		34	26
chr19	59702665		27	27
chr19	59702675		27	22
chr19	59702847		27	26
chr19	59702900		17	16
chr19	59704604		15	14
chr19	59704625		17	17
chr19	59706312		19	17
chr19	59706326		19	18
chr19	59707349		24	21
chr19	59707391		25	17
chr19	59707831		13	13
chr19	59707848		13	12
chr19	59708022		27	26
chr19	59708078		24	23
chr19	59708532		26	20
chr19	59708542		27	26
chr19	59709407		20	4
chr19	59709451		25	19
chr19	59710042		16	10
chr19	59710072		15	12
chr19	59711203		31	25
chr19	59711287		29	26
chr19	59712202		31	25
chr19	59712271		28	13
chr19	59712736		22	20
chr19	59712786		25	25
chr19	59716640		24	20
chr19	59716685		32	31
chr19	59717631		30	16
chr19	59717700		21	18
chr19	59718175		10	2
chr19	59718196		11	5
chr19	59718902		34	33
chr19	59718910		30	28
chr19	59719787		3	3
chr19	59719800		2	2
chr19	59719852		5	5
chr19	59719881		9	8
chr19	59720757		23	19
chr19	59720785		30	29
chr19	59721039		17	12
chr19	59721071		31	25
chr19	59722915		12	7
chr19	59722960		12	10
chr19	59723318		32	24
chr19	59723357		37	19
chr19	59724039		13	4
chr19	59724095		17	16
chr19	59724844		21	17
chr19	59724886		25	23
chr19	59726120		20	19
chr19	59726131		23	19
chr19	59726343		27	24
chr19	59726372		27	20
chr19	59726614		14	10
chr19	59726674		13	7
chr19	59726719		13	12
chr19	59726754		13	10
chr19	59727131		25	20
chr19	59727181		18	13
chr19	59727314		26	24
chr19	59727340		27	25
chr19	59727680		11	7
chr19	59727690		6	5
chr19	59728057		7	6
chr19	59728088		13	11
chr19	59728511		20	19
chr19	59728566		25	22
chr19	59728705		25	23
chr19	59728751		31	22
chr19	59731332		35	33
chr19	59731365		42	37
chr19	59732827		31	27
chr19	59732842		32	29
chr19	59733002		30	29
chr19	59733049		32	29
chr19	59733672		28	12
chr19	59733690		25	10
chr19	59734028		34	30
chr19	59734046		38	38
chr19	59737606		25	18
chr19	59737663		18	14
chr19	59737816		26	25
chr19	59737830		27	26
chr19	59738910		27	18
chr19	59738925		23	17
chr19	59739002		23	16
chr19	59739043		24	19
chr19	59740145		18	13
chr19	59740162		22	20
chr19	59740926		19	14
chr19	59740975		23	16
chr19	59741194		25	24
chr19	59741197		22	22
chr19	59741980		12	12
chr19	59741987		12	12
chr19	59743136		18	0
chr19	59743143		19	0
chr19	59744113		19	16
chr19	59744149		16	15
chr19	59745080		28	25
chr19	59745089		26	25
chr19	59745447		12	12
chr19	59745478		14	14
chr19	59746547		17	16
chr19	59746571		17	15
chr19	59746657		20	19
chr19	59746700		16	13
chr19	59747008		39	37
chr19	59747042		37	28
chr19	59747304		7	6
chr19	59747336		15	10
chr19	59747627		25	25
chr19	59747668		21	18
chr19	59748043		23	21
chr19	59748079		25	24
chr19	59749523		31	25
chr19	59749570		25	22
chr19	59749713		34	28
chr19	59749759		27	22
chr19	59750052		14	9
chr19	59750071		11	10
chr19	59751505		37	36
chr19	59751538		34	31
chr19	59752841		23	20
chr19	59752895		19	5
chr19	59753904		23	17
chr19	59753922		13	10
chr19	59754318		29	28
chr19	59754362		23	17
chr19	59754603		30	24
chr19	59754606		29	29
chr19	59755161		21	19
chr19	59755193		16	14
chr19	59755229		15	10
chr19	59755300		26	25
chr19	59755515		27	25
chr19	59755527		25	16
chr19	59759802		26	21
chr19	59759891		27	24
chr19	59760907		31	22
chr19	59760948		30	17
chr19	59763722		12	11
chr19	59763763		21	21
chr19	59764626		8	7
chr19	59764678		30	27
chr19	59765903		32	27
chr19	59765970		24	13
chr19	59766901		2	2
chr19	59766905		1	1
chr19	59767613		46	32
chr19	59767687		37	34
chr19	59767702		28	27
chr19	59767708		26	26
chr19	59767819		27	24
chr19	59767847		26	23
chr19	59768180		39	38
chr19	59768196		34	33
chr19	59769580		34	34
chr19	59769589		33	33
chr19	59769755		25	23
chr19	59769785		26	25
chr19	59770453		18	18
chr19	59770457		15	14
chr19	59773058		27	26
chr19	59773094		29	26
chr19	59773891		16	15
chr19	59773900		14	11
chr19	59778854		1	1
chr19	59778885		1	1
chr19	59780405		31	31
chr19	59780407		30	29
chr19	59784704		20	7
chr19	59784776		20	6
chr19	59784812		17	6
chr19	59784836		16	5
chr19	59788384		30	28
chr19	59788392		30	29
chr19	59790447		16	14
chr19	59790469		16	15
chr19	59792179		26	25
chr19	59792198		25	23
chr19	59792403		12	9
chr19	59792478		26	12
chr19	59792753		24	8
chr19	59792777		33	23
chr19	59793704		22	20
chr19	59793766		24	21
chr19	59796436		9	9
chr19	59796479		15	14
chr19	59798237		37	24
chr19	59798253		33	20
chr19	59798702		15	13
chr19	59798755		26	20
chr19	59799913		17	17
chr19	59799967		16	16
chr19	59800315		22	22
chr19	59800322		24	23
chr19	59803713		19	16
chr19	59803731		23	17
chr19	59804612		21	16
chr19	59804629		22	20
chr19	59804828		26	17
chr19	59804835		24	12
chr19	59806151		15	13
chr19	59806192		12	11
chr19	59806817		24	24
chr19	59806821		24	21
chr19	59809213		18	17
chr19	59809244		24	17
chr19	59809708		41	39
chr19	59809743		35	26
chr19	59810532		32	23
chr19	59810597		28	16
chr19	59811047		22	16
chr19	59811072		26	16
chr19	59811109		33	18
chr19	59811119		32	12
chr19	59811420		23	19
chr19	59811473		28	21
chr19	59812350		29	29
chr19	59812370		30	28
chr19	59820154		2	2
chr19	59820180		4	4
chr19	59822381		11	10
chr19	59822389		11	9
chr19	59825211		23	18
chr19	59825275		23	22
chr19	59826131		20	17
chr19	59826157		19	17
chr19	59826471		11	4
chr19	59826500		14	13
chr19	59826627		35	33
chr19	59826668		44	43
chr19	59827749		31	26
chr19	59827787		29	28
chr19	59827826		23	21
chr19	59827870		25	22
chr19	59831568		22	18
chr19	59831575		21	15
chr19	59832323		20	18
chr19	59832376		19	15
chr19	59832729		9	8
chr19	59832737		13	13
chr19	59832821		28	25
chr19	59832850		35	32
chr19	59833044		20	17
chr19	59833086		23	20
chr19	59833551		34	33
chr19	59833600		28	26
chr19	59833970		1	0
chr19	59833983		1	1
chr19	59835201		25	19
chr19	59835249		31	31
chr19	59835430		20	18
chr19	59835468		18	7
chr19	59837226		35	22
chr19	59837282		35	24
chr19	59837903		33	29
chr19	59837914		33	20
chr19	59838419		11	10
chr19	59838434		9	9
chr19	59839639		30	22
chr19	59839676		29	24
chr19	59840720		2	2
chr19	59840747		2	2
chr19	59840873		8	8
chr19	59840891		13	11
chr19	59843420		23	17
chr19	59843433		22	19
chr19	59844406		37	29
chr19	59844482		20	19
chr19	59846643		19	19
chr19	59846651		20	19
chr19	59847325		20	20
chr19	59847380		22	19
chr19	59847944		32	31
chr19	59847978		33	27
chr19	59848148		16	9
chr19	59848188		21	9
chr19	59853212		34	24
chr19	59853288		17	11
chr19	59854936		37	35
chr19	59854941		40	39
chr19	59855381		18	18
chr19	59855392		15	15
chr19	59855583		15	15
chr19	59855585		15	15
chr19	59855725		9	8
chr19	59855766		12	10
chr19	59855823		21	16
chr19	59855832		23	20
chr19	59856015		22	21
chr19	59856026		20	19
chr19	59856123		32	32
chr19	59856137		32	32
chr19	59857124		26	26
chr19	59857132		30	28
chr19	59857488		21	21
chr19	59857495		17	16
chr19	59857718		22	17
chr19	59857785		32	30
chr19	59858180		27	25
chr19	59858199		28	28
chr19	59858528		9	9
chr19	59858548		13	13
chr19	59859624		17	16
chr19	59859654		14	14
chr19	59859815		19	16
chr19	59859832		18	17
chr19	59859966		22	20
chr19	59859971		25	22
chr19	59860016		24	22
chr19	59860019		24	22
chr19	59860720		40	30
chr19	59860741		36	10
chr19	59861950		40	35
chr19	59862000		47	36
chr19	59864154		23	4
chr19	59864185		23	17
chr19	59864256		21	20
chr19	59864298		27	10
chr19	59865194		21	21
chr19	59865200		25	24
chr19	59865408		28	28
chr19	59865457		27	12
chr19	59865729		28	17
chr19	59865739		28	22
chr19	59866812		26	13
chr19	59866876		14	12
chr19	59867521		28	23
chr19	59867538		25	23
chr19	59868524		17	17
chr19	59868582		26	22
chr19	59871423		13	13
chr19	59871460		17	16
chr19	59873439		1	1
chr19	59873465		1	1
chr19	59873526		2	2
chr19	59873569		2	1
chr19	59874132		4	3
chr19	59874170		1	1
chr19	59874805		2	1
chr19	59874846		8	7
chr19	59879163		22	21
chr19	59879185		22	21
chr19	59879314		23	19
chr19	59879353		19	17
chr19	59881066		25	14
chr19	59881084		26	26
chr19	59881801		10	10
chr19	59881820		11	7
chr19	59885837		22	21
chr19	59885897		22	21
chr19	59886008		16	15
chr19	59886035		9	9
chr19	59886673		24	24
chr19	59886683		30	30
chr19	59889420		21	15
chr19	59889468		23	14
chr19	59889628		16	14
chr19	59889689		33	31
chr19	59894705		42	32
chr19	59894741		41	22
chr19	59895763		17	14
chr19	59895789		14	14
chr19	59896705		29	24
chr19	59896789		23	18
chr19	59899159		40	37
chr19	59899187		38	33
chr19	59901208		1	1
chr19	59901254		1	1
chr19	59902249		21	20
chr19	59902286		16	12
chr19	59903542		15	13
chr19	59903576		19	15
chr19	59903760		26	24
chr19	59903765		26	24
chr19	59907741		16	16
chr19	59907770		15	15
chr19	59911307		30	28
chr19	59911313		33	25
chr19	59914034		14	8
chr19	59914051		14	13
chr19	59915488		16	16
chr19	59915494		16	15
chr19	59916556		24	22
chr19	59916578		12	12
chr19	59919008		42	37
chr19	59919059		42	39
chr19	59919504		25	21
chr19	59919568		29	27
chr19	59920546		23	10
chr19	59920587		20	9
chr19	59920867		38	36
chr19	59920890		35	34
chr19	59921973		20	18
chr19	59921977		21	20
chr19	59922920		32	14
chr19	59922950		27	21
chr19	59924257		22	17
chr19	59924288		22	15
chr19	59925009		27	25
chr19	59925066		26	26
chr19	59925155		17	15
chr19	59925177		19	19
chr19	59927615		20	20
chr19	59927638		23	22
chr19	59928785		22	18
chr19	59928799		20	18
chr19	59929152		28	27
chr19	59929154		30	30
chr19	59930177		17	15
chr19	59930195		19	19
chr19	59934304		30	29
chr19	59934329		25	24
chr19	59934634		24	23
chr19	59934641		21	20
chr19	59935213		17	17
chr19	59935229		17	16
chr19	59935650		17	14
chr19	59935684		13	10
chr19	59937103		19	14
chr19	59937122		17	17
chr19	59938969		39	38
chr19	59938998		42	42
chr19	59940556		32	30
chr19	59940599		30	26
chr19	59941040		34	24
chr19	59941075		34	17
chr19	59944165		23	15
chr19	59944178		21	10
chr19	59944833		41	37
chr19	59944856		36	30
chr19	59946530		29	10
chr19	59946576		28	26
chr19	59948019		30	18
chr19	59948051		28	22
chr19	59948115		27	25
chr19	59948150		25	24
chr19	59949909		23	22
chr19	59949927		23	20
chr19	59951103		11	10
chr19	59951124		12	10
chr19	59951592		23	21
chr19	59951600		22	21
chr19	59951792		18	9
chr19	59951795		18	9
chr19	59951911		18	11
chr19	59951922		20	19
chr19	59952514		17	10
chr19	59952564		33	31
chr19	59953223		29	24
chr19	59953284		28	26
chr19	59954911		44	24
chr19	59954981		43	17
chr19	59955150		25	20
chr19	59955192		29	22
chr19	59955356		52	40
chr19	59955387		47	44
chr19	59956612		23	18
chr19	59956630		24	23
chr19	59957606		16	15
chr19	59957655		16	12
chr19	59959359		22	20
chr19	59959365		19	18
chr19	59959523		29	20
chr19	59959599		27	23
chr19	59959601		27	24
chr19	59959661		14	12
chr19	59960507		20	16
chr19	59960589		17	14
chr19	59960614		21	18
chr19	59960628		19	16
chr19	59960937		5	5
chr19	59960943		6	5
chr19	59962102		29	21
chr19	59962129		30	25
chr19	59966013		30	18
chr19	59966088		28	24
chr19	59967366		14	12
chr19	59967370		15	15
chr19	59969106		23	22
chr19	59969124		20	20
chr19	59972809		25	21
chr19	59972882		32	27
chr19	59973055		27	22
chr19	59973087		23	22
chr19	59973524		9	9
chr19	59973561		11	7
chr19	59974611		51	50
chr19	59974622		55	51
chr19	59975845		23	19
chr19	59975893		20	20
chr19	59975907		20	14
chr19	59975999		32	20
chr19	59976031		37	32
chr19	59976052		34	27
chr19	59976206		22	22
chr19	59976215		21	21
chr19	59977135		22	21
chr19	59977162		27	26
chr19	59977516		21	19
chr19	59977543		19	17
chr19	59977832		25	23
chr19	59977900		18	16
chr19	59980553		22	18
chr19	59980568		20	16
chr19	59981428		33	19
chr19	59981463		41	32
chr19	59982941		10	7
chr19	59982961		8	7
chr19	59985656		17	14
chr19	59985678		17	15
chr19	59985916		34	32
chr19	59985926		34	27
chr19	59986425		20	7
chr19	59986470		20	12
chr19	59986522		18	16
chr19	59986568		19	18
chr19	59988442		31	5
chr19	59988474		28	9
chr19	59992406		20	18
chr19	59992440		21	13
chr19	59996723		20	18
chr19	59996790		21	15
chr19	59996919		14	11
chr19	59996936		13	10
chr19	59997620		14	14
chr19	59997642		18	17
chr19	59998839		25	23
chr19	59998854		25	20
chr19	60002558		40	37
chr19	60002570		35	30
chr19	60004349		15	12
chr19	60004361		16	14
chr19	60004901		27	25
chr19	60004949		22	20
chr19	60005469		30	7
chr19	60005473		30	11
chr19	60006237		22	18
chr19	60006265		19	18
chr19	60006576		21	18
chr19	60006597		16	14
chr19	60006638		17	16
chr19	60006668		13	9
chr19	60008603		18	15
chr19	60008617		21	21
chr19	60008805		22	21
chr19	60008841		34	31
chr19	60008978		30	28
chr19	60008989		28	27
chr19	60009957		23	20
chr19	60009987		12	12
chr19	60010228		25	25
chr19	60010260		28	27
chr19	60013810		23	21
chr19	60013826		24	23
chr19	60014319		26	25
chr19	60014395		23	22
chr19	60014904		32	28
chr19	60014909		32	27
chr19	60015457		18	15
chr19	60015475		13	7
chr19	60015826		24	10
chr19	60015844		24	7
chr19	60015902		29	13
chr19	60015985		37	12
chr19	60016476		23	14
chr19	60016499		28	13
chr19	60016733		6	6
chr19	60016795		16	12
chr19	60016837		25	11
chr19	60016842		25	19
chr19	60018626		19	19
chr19	60018686		33	31
chr19	60025856		40	37
chr19	60025875		38	35
chr19	60027539		11	11
chr19	60027570		16	16
chr19	60028422		27	26
chr19	60028477		18	11
chr19	60029617		23	18
chr19	60029696		25	10
chr19	60029824		16	6
chr19	60029834		19	10
chr19	60032109		30	27
chr19	60032192		43	40
chr19	60032279		32	25
chr19	60032287		31	25
chr19	60035119		41	25
chr19	60035181		29	26
chr19	60038728		36	29
chr19	60038746		38	36
chr19	60041570		16	16
chr19	60041587		14	13
chr19	60041709		13	11
chr19	60041771		22	20
chr19	60043532		1	1
chr19	60043552		3	3
chr19	60043931		4	4
chr19	60043978		9	8
chr19	60047071		30	21
chr19	60047077		30	22
chr19	60049543		20	19
chr19	60049563		17	14
chr19	60049682		22	18
chr19	60049692		24	11
chr19	60049982		26	23
chr19	60049990		25	21
chr19	60051171		16	11
chr19	60051192		18	12
chr19	60051228		15	15
chr19	60051234		15	13
chr19	60051431		13	12
chr19	60051466		15	11
chr19	60052203		12	6
chr19	60052275		16	14
chr19	60054604		20	13
chr19	60054625		23	9
chr19	60055022		34	15
chr19	60055039		35	24
chr19	60055820		10	5
chr19	60055828		11	6
chr19	60056410		23	23
chr19	60056447		25	12
chr19	60056969		39	37
chr19	60056978		40	38
chr19	60057546		23	22
chr19	60057587		18	12
chr19	60058086		42	42
chr19	60058089		41	39
chr19	60058136		27	24
chr19	60058138		26	24
chr19	60059148		28	27
chr19	60059151		30	30
chr19	60062219		24	24
chr19	60062294		32	31
chr19	60063877		34	30
chr19	60063898		36	32
chr19	60064309		31	31
chr19	60064351		28	18
chr19	60070904		17	14
chr19	60070989		16	14
chr19	60071551		23	19
chr19	60071562		18	17
chr19	60072061		24	23
chr19	60072076		24	22
chr19	60072430		11	10
chr19	60072477		28	25
chr19	60074533		36	33
chr19	60074572		45	40
chr19	60075128		28	14
chr19	60075177		30	20
chr19	60075929		33	23
chr19	60075953		26	24
chr19	60076167		8	8
chr19	60076186		11	9
chr19	60076446		12	9
chr19	60076491		14	13
chr19	60077711		20	16
chr19	60077774		21	16
chr19	60077938		25	23
chr19	60077989		28	18
chr19	60079693		11	9
chr19	60079699		11	11
chr19	60079715		10	8
chr19	60079729		12	11
chr19	60079915		12	11
chr19	60079959		14	11
chr19	60080302		7	7
chr19	60080386		16	16
chr19	60080617		19	18
chr19	60080679		16	14
chr19	60084774		4	4
chr19	60084781		4	4
chr19	60085029		14	14
chr19	60085053		14	10
chr19	60087269		24	18
chr19	60087285		20	20
chr19	60090802		8	8
chr19	60090847		8	5
chr19	60091119		25	24
chr19	60091137		31	29
chr19	60092205		7	7
chr19	60092286		6	6
chr19	60092327		13	13
chr19	60092369		14	13
chr19	60093155		20	18
chr19	60093188		28	25
chr19	60093852		25	20
chr19	60093882		22	19
chr19	60097241		12	8
chr19	60097264		11	9
chr19	60097931		29	16
chr19	60097970		32	18
chr19	60098463		21	20
chr19	60098471		19	19
chr19	60099626		43	40
chr19	60099638		37	36
chr19	60100637		17	14
chr19	60100665		22	19
chr19	60101405		20	16
chr19	60101470		27	17
chr19	60102265		24	24
chr19	60102292		23	22
chr19	60102323		17	15
chr19	60102353		14	13
chr19	60102622		21	19
chr19	60102626		18	16
chr19	60102920		23	21
chr19	60102976		27	18
chr19	60103008		23	18
chr19	60103072		22	19
chr19	60104088		17	16
chr19	60104094		17	17
chr19	60104169		26	25
chr19	60104180		24	24
chr19	60104443		19	13
chr19	60104496		16	14
chr19	60105454		15	13
chr19	60105485		21	20
chr19	60106115		37	33
chr19	60106171		25	19
chr19	60107593		19	19
chr19	60107600		17	17
chr19	60107824		16	13
chr19	60107893		16	14
chr19	60108610		15	11
chr19	60108618		20	17
chr19	60109107		24	19
chr19	60109189		25	17
chr19	60110003		40	34
chr19	60110062		39	33
chr19	60110159		40	37
chr19	60110200		39	37
chr19	60110663		22	20
chr19	60110692		35	31
chr19	60111326		17	16
chr19	60111361		17	15
chr19	60111512		14	11
chr19	60111529		18	15
chr19	60111916		33	20
chr19	60111991		28	22
chr19	60112136		17	16
chr19	60112177		24	18
chr19	60112311		20	20
chr19	60112337		21	20
chr19	60113111		44	42
chr19	60113116		47	44
chr19	60113338		41	38
chr19	60113374		44	41
chr19	60113731		16	7
chr19	60113761		13	4
chr19	60118308		40	24
chr19	60118350		43	22
chr19	60119611		40	33
chr19	60119659		48	43
chr19	60119825		24	23
chr19	60119875		20	17
chr19	60119932		22	19
chr19	60119985		21	18
chr19	60120419		22	22
chr19	60120491		20	18
chr19	60121703		54	36
chr19	60121790		35	34
chr19	60121814		29	27
chr19	60121895		18	14
chr19	60122329		12	9
chr19	60122378		12	11
chr19	60125132		26	18
chr19	60125153		27	26
chr19	60125428		24	24
chr19	60125470		34	28
chr19	60126716		20	14
chr19	60126766		20	18
chr19	60127214		24	20
chr19	60127240		27	24
chr19	60127327		23	21
chr19	60127393		28	27
chr19	60127758		28	22
chr19	60127789		23	19
chr19	60128315		19	17
chr19	60128319		15	14
chr19	60128514		25	24
chr19	60128518		27	27
chr19	60129673		33	30
chr19	60129693		35	34
chr19	60131506		31	27
chr19	60131600		16	16
chr19	60133112		33	10
chr19	60133183		37	34
chr19	60133431		17	15
chr19	60133434		15	15
chr19	60134053		27	23
chr19	60134078		35	34
chr19	60135020		19	13
chr19	60135040		20	18
chr19	60136206		11	10
chr19	60136232		17	17
chr19	60138433		25	23
chr19	60138480		19	18
chr19	60139634		11	10
chr19	60139659		18	15
chr19	60139704		16	16
chr19	60139717		8	8
chr19	60140176		12	8
chr19	60140197		16	13
chr19	60141030		29	22
chr19	60141096		22	20
chr19	60141301		17	11
chr19	60141385		13	12
chr19	60141759		15	14
chr19	60141799		13	13
chr19	60142121		10	8
chr19	60142167		10	7
chr19	60142621		21	18
chr19	60142637		24	24
chr19	60142845		22	18
chr19	60142892		23	21
chr19	60144327		30	2
chr19	60144342		29	2
chr19	60145017		19	7
chr19	60145036		19	6
chr19	60145742		45	41
chr19	60145756		47	44
chr19	60146508		18	9
chr19	60146566		13	7
chr19	60146926		11	8
chr19	60146955		20	13
chr19	60147312		23	21
chr19	60147358		21	21
chr19	60147706		22	12
chr19	60147722		23	20
chr19	60148611		14	10
chr19	60148668		11	5
chr19	60148761		7	1
chr19	60148773		7	4
chr19	60149204		16	11
chr19	60149299		22	10
chr19	60149305		22	12
chr19	60149391		22	6
chr19	60149641		13	3
chr19	60149682		18	10
chr19	60150307		20	16
chr19	60150371		7	7
chr19	60152773		20	11
chr19	60152783		21	15
chr19	60154016		19	16
chr19	60154031		18	16
chr19	60155409		18	17
chr19	60155414		19	18
chr19	60156909		13	11
chr19	60156956		19	19
chr19	60157319		31	28
chr19	60157370		29	27
chr19	60157411		34	33
chr19	60157446		34	30
chr19	60159018		20	20
chr19	60159078		28	26
chr19	60159220		41	41
chr19	60159225		42	39
chr19	60160178		27	8
chr19	60160200		27	19
chr19	60160340		28	7
chr19	60160398		32	20
chr19	60160569		33	15
chr19	60160575		36	15
chr19	60160665		30	4
chr19	60160685		26	5
chr19	60160903		23	5
chr19	60160952		22	2
chr19	60161346		29	24
chr19	60161366		32	19
chr19	60161427		28	23
chr19	60161463		22	20
chr19	60161613		19	17
chr19	60161660		22	22
chr19	60162267		34	34
chr19	60162270		33	30
chr19	60162803		19	15
chr19	60162829		19	19
chr19	60165201		31	15
chr19	60165233		29	13
chr19	60165413		20	8
chr19	60165420		20	6
chr19	60166738		20	20
chr19	60166784		17	17
chr19	60168476		22	15
chr19	60168495		20	14
chr19	60169017		53	44
chr19	60169094		37	37
chr19	60169286		24	22
chr19	60169292		21	21
chr19	60170661		34	27
chr19	60170697		16	15
chr19	60174251		26	19
chr19	60174274		29	19
chr19	60177512		23	23
chr19	60177581		19	19
chr19	60178412		13	8
chr19	60178460		18	9
chr19	60179346		24	19
chr19	60179372		26	13
chr19	60179628		30	18
chr19	60179691		34	19
chr19	60186936		13	11
chr19	60186978		15	15
chr19	60190768		24	22
chr19	60190797		17	16
chr19	60191903		19	19
chr19	60191919		19	19
chr19	60192440		12	12
chr19	60192446		15	14
chr19	60193921		44	39
chr19	60193953		40	38
chr19	60194490		33	30
chr19	60194495		31	30
chr19	60194813		25	17
chr19	60194894		36	27
chr19	60195112		11	9
chr19	60195135		14	12
